label,paddle_y,0,ball_x,ball_y,ball_dx,ball_dy,x_prev,y_prev
up,258.906,0,327.33499999999975,352.4356239999999,173.09999999999994,-173.09999999999994,319.03541599999977,360.7167759999999
up,149.01600000000002,0,424.6375999999996,255.35767199999992,177.53999999999994,-177.53999999999994,415.59346399999964,264.3809999999999
up,130.008,0,441.7183039999996,238.31389599999991,178.30799999999994,-178.30799999999994,432.8129039999996,247.19929599999992
up,110.01000000000002,0,459.7682159999996,220.30482399999994,179.11599999999993,-179.11599999999993,450.46499999999963,229.58640799999992
up,99.51600000000002,0,469.2725999999996,210.82291199999995,179.53999999999994,-179.53999999999994,459.7682159999996,220.30482399999994
stop,59.91600000000001,0,505.3405999999995,174.83521599999997,181.13999999999993,-181.13999999999993,495.38999999999953,184.76161599999998
down,59.91600000000001,0,529.7924159999999,64.13669599999996,-190.2999999999998,190.2999999999998,539.2774159999999,54.63169599999996
down,179.11200000000002,0,414.0243119999999,180.14691199999982,-195.1159999999998,195.1159999999998,423.55618399999986,170.59583199999983
down,199.11,0,394.3176319999999,199.8944319999998,-195.92399999999978,195.92399999999978,403.8890959999999,190.3037599999998
down,209.01000000000002,0,384.5314319999999,209.70063199999979,-196.32399999999978,196.32399999999978,394.3176319999999,199.8944319999998
down,228.81000000000003,0,364.8991759999999,229.37303199999977,-197.1239999999998,197.1239999999998,375.3130399999999,218.93669599999978
down,248.80800000000002,0,344.98968799999994,249.32335999999975,-197.9319999999998,197.9319999999998,355.24970399999995,239.04171199999976
down,257.916,0,335.89327999999995,258.43669599999976,-198.29999999999978,198.29999999999978,344.98968799999994,249.32335999999975
down,277.914,0,315.86501599999997,278.50579999999974,-199.10799999999978,199.10799999999978,325.5924959999999,268.75911199999973
down,298.308,0,295.35699200000005,299.0563599999997,-199.93199999999976,199.93199999999976,306.118328,288.27169599999974
down,307.416,0,286.16858400000007,308.2616959999997,-200.29999999999976,200.29999999999976,295.35699200000005,299.0563599999997
down,328.008,0,265.3374480000001,329.1361599999997,-201.13199999999975,201.13199999999975,276.16358400000007,318.28669599999967
down,347.214,0,245.8277440000001,348.6835999999997,-201.90799999999973,201.90799999999973,256.0938400000001,338.3966959999997
down,357.906,0,234.9363760000001,359.59829599999966,-202.33999999999972,202.33999999999972,245.8277440000001,348.6835999999997
down,376.716,0,215.71408000000014,378.8566959999996,-203.0999999999997,203.0999999999997,225.43523200000013,369.1171119999996
stop,387.21000000000004,0,204.96101600000014,389.6322319999996,-203.52399999999972,203.52399999999972,215.71408000000014,378.8566959999996
up,387.21000000000004,0,102.60640000000028,442.122528,-207.51599999999968,-207.51599999999968,113.36478400000026,452.880912
stop,317.514,0,29.207200000000398,368.7233280000001,-210.33199999999965,-210.33199999999965,40.32108800000038,379.83721600000007
up,317.514,0,70.2401119999999,295.18217600000014,213.11599999999962,-213.11599999999962,59.38159999999992,306.0198800000001
stop,297.912,0,91.37779999999985,274.0837280000002,213.9079999999996,-213.9079999999996,80.47889599999988,284.96182400000015
down,297.912,0,505.6464960000002,408.07656799999904,-237.1079999999994,237.1079999999994,516.7640640000002,396.9413279999991
stop,357.114,0,434.51308000000034,452.008392,-239.49999999999937,-239.49999999999937,445.50468800000033,463
up,357.114,0,373.28460000000047,390.77991200000014,-241.53999999999937,-241.53999999999937,385.81223200000045,403.3075440000001
up,239.1060000000001,0,228.1430480000008,245.63836000000038,-246.30799999999937,-246.30799999999937,240.42844800000077,257.92376000000036
up,218.9100000000001,0,203.01977600000086,220.51508800000042,-247.12399999999934,-247.12399999999934,214.8540800000008,232.3493920000004
up,209.6040000000001,0,191.4137840000009,208.90909600000046,-247.49999999999935,-247.49999999999935,203.01977600000086,220.51508800000042
up,189.4080000000001,0,166.168928000001,183.66424000000055,-248.31599999999932,-248.31599999999932,178.06044800000095,195.5557600000005
up,169.2120000000001,0,140.84076000000104,158.3360720000006,-249.13199999999932,-249.13199999999932,154.011048000001,171.50636000000057
up,159.5100000000001,0,128.64289600000106,146.13820800000062,-249.52399999999932,-249.52399999999932,140.84076000000104,158.3360720000006
up,140.1060000000001,0,104.18956000000114,121.68487200000071,-250.3079999999993,-250.3079999999993,116.6749600000011,134.17027200000067
up,120.30600000000011,0,79.1589040000012,96.65421600000077,-251.10799999999932,-251.10799999999932,90.93447200000116,108.42978400000074
up,110.0100000000001,0,66.11210400000124,83.60741600000081,-251.52399999999932,-251.52399999999932,79.1589040000012,96.65421600000077
up,90.60600000000011,0,41.46281600000131,58.95812800000089,-252.3079999999993,-252.3079999999993,54.29931200000127,71.79462400000085
up,70.60800000000012,0,15.979744000001379,33.47505600000096,-253.1159999999993,-253.1159999999993,28.353616000001345,45.848928000000924
up,60.70800000000012,0,3.333944000001413,20.829256000001,-253.5159999999993,-253.5159999999993,15.979744000001379,33.47505600000096
up,40.51200000000012,0,626.6637360000001,383.27628318838526,-157.924,157.924,635,374.91754718838524
up,21.306000000000125,0,611.3451440000001,398.6325471883853,-158.70000000000002,158.70000000000002,619.2501440000001,390.70754718838526
stop,21.306000000000125,0,611.3451440000001,398.6325471883853,-158.70000000000002,158.70000000000002,619.2501440000001,390.70754718838526
down,21.306000000000125,0,514.4374320000001,430.3741360000001,-163.52399999999994,-163.52399999999994,522.9082320000001,438.8449360000001
stop,90.21000000000012,0,457.18532000000016,373.1220240000001,-166.3079999999999,-166.3079999999999,465.63581600000015,381.5725200000001
up,90.21000000000012,0,432.20923200000016,348.1459360000001,-167.5079999999999,-167.5079999999999,440.72092800000013,356.6576320000001
stop,12,0,364.89648800000015,280.8331920000001,-170.69999999999987,-170.69999999999987,373.23197600000015,289.1686800000001
down,12,0,287.62521600000025,203.5619200000002,-174.2919999999998,-174.2919999999998,295.6172560000002,211.5539600000002
stop,41.897999999999996,0,261.27687200000025,177.21357600000022,-175.4999999999998,-175.4999999999998,269.49886400000025,185.43556800000022
down,41.897999999999996,0,190.77495200000033,106.71165600000029,-178.69199999999978,-178.69199999999978,198.9693920000003,114.90609600000028
stop,61.895999999999994,0,172.72706400000033,88.66376800000032,-179.49999999999977,-179.49999999999977,181.85035200000033,97.7870560000003
up,61.895999999999994,0,127.52152800000037,43.45823200000037,-181.50799999999975,-181.50799999999975,136.56692800000036,52.50363200000036
stop,42.294,0,109.5522400000004,25.48894400000039,-182.29999999999976,-182.29999999999976,118.45612800000039,34.39283200000038
down,42.294,0,45.397640000000486,72.16999999999994,-185.09999999999977,185.09999999999977,54.62264000000048,62.92499999999995
stop,151.59,0,83.2140159999999,142.70481599999982,189.51599999999976,96.1659999999999,73.93733599999992,138.00228599999983
down,151.59,0,549.1886559999999,457.36103399999996,-213.89199999999957,-120.54199999999994,559.215072,463
stop,221.08800000000005,0,473.7610639999999,414.6992919999998,-216.69999999999956,-123.34999999999997,484.1350159999999,420.59244399999983
up,221.08800000000005,0,264.2199920000001,294.0274199999995,-224.31599999999955,-130.96599999999995,275.6288960000001,300.6754739999995
stop,191.98200000000006,0,231.2168720000002,274.7467499999995,-225.49199999999954,-132.14199999999994,242.23716800000017,281.1928959999995
up,191.98200000000006,0,140.31245600000034,221.2756839999995,-228.6999999999995,-135.3499999999999,151.7174560000003,228.0131839999995
stop,131.79000000000002,0,70.54172000000047,179.8833479999995,-231.1319999999995,-137.7819999999999,82.98785600000045,187.2885839999995
up,131.79000000000002,0,17,145.28810399999958,233.13199999999944,-139.78199999999984,24.69939200000058,152.52431999999956
stop,102.68400000000001,0,51.35683999999993,124.71164199999961,234.30799999999942,-140.95799999999983,40.35319999999995,131.3101599999996
down,102.68400000000001,0,508.4752400000001,291.60889599999933,-256.6999999999993,83.47499999999985,520.7691920000001,287.6113119999994
down,221.484,0,353.2553680000005,343.13389599999914,-261.4999999999992,88.27499999999986,366.30036800000045,338.73014599999914
down,231.38400000000001,0,340.1903680000005,347.5576459999991,-261.8999999999992,88.67499999999987,353.2553680000005,343.13389599999914
down,251.18400000000003,0,314.00036800000055,356.4651459999991,-262.69999999999914,89.47499999999988,327.1053680000005,352.0013959999991
down,270.984,0,287.7303680000006,365.45264599999905,-263.4999999999991,90.27499999999989,300.8753680000006,360.9488959999991
down,280.88399999999996,0,274.56536800000066,369.97639599999906,-263.89999999999907,90.6749999999999,287.7303680000006,365.45264599999905
down,300.6839999999999,0,248.17536800000076,379.083895999999,-264.699999999999,91.47499999999991,261.3803680000007,374.52014599999904
down,320.4839999999999,0,221.70543200000088,388.27139599999896,-265.49999999999903,92.2749999999999,234.42178400000083,383.85141199999896
down,330.3839999999999,0,208.44043200000092,392.89514599999893,-265.899999999999,92.67499999999991,221.70543200000088,388.27139599999896
down,349.9859999999999,0,182.116336000001,402.1091749999989,-266.691999999999,93.46699999999991,195.42093600000098,397.44582499999893
down,370.18199999999985,0,154.9137680000011,411.68442499999884,-267.50799999999896,94.28299999999992,168.25916800000107,406.98027499999887
down,380.47799999999984,0,141.01416800000118,416.5979569999988,-267.92399999999895,94.69899999999991,154.9137680000011,411.68442499999884
down,399.68399999999986,0,115.02554400000129,425.8213959999988,-268.69999999999897,95.47499999999991,128.16303200000124,421.1527249999988
down,408,0,88.1555440000014,435.4088959999988,-269.4999999999989,96.27499999999992,101.60054400000135,430.6051459999988
stop,408,0,88.1555440000014,435.4088959999988,-269.4999999999989,96.27499999999992,101.60054400000135,430.6051459999988
up,408,0,550.7617360000004,198.19757799999996,-291.50799999999845,-118.28300000000004,565.3071360000004,204.08172799999997
up,298.9020000000001,0,389.14726400000114,132.03008099999983,-295.91599999999835,-122.69100000000007,404.20776800000107,138.25610999999984
up,279.3000000000001,0,359.8515840000013,119.88367599999982,-296.7079999999983,-123.48300000000008,374.3614640000012,125.90553099999983
up,259.30200000000013,0,329.88408000000146,107.41189699999981,-297.5159999999983,-124.29100000000008,345.02618400000136,113.71952599999982
up,249.60000000000014,0,315.31540000000155,101.3312419999998,-297.9079999999983,-124.68300000000008,329.88408000000146,107.41189699999981
up,229.80000000000013,0,285.52461600000174,88.8629579999998,-298.7079999999983,-125.48300000000008,300.13249600000165,94.9828129999998
up,209.6040000000001,0,255.05640000000187,76.06369199999978,-299.52399999999835,-126.29900000000008,270.3009120000018,82.47372899999978
up,199.9020000000001,0,240.38932800000194,69.88464499999976,-299.91599999999835,-126.69100000000007,255.05640000000187,76.06369199999978
up,180.30000000000013,0,210.6976800000021,57.34227199999976,-300.7079999999984,-127.48300000000008,226.00257600000202,63.81269299999976
up,160.30200000000013,0,180.32620800000225,44.466524999999756,-301.51599999999837,-128.29100000000008,195.07168000000217,50.723971999999755
up,150.60000000000014,0,165.56152800000234,38.18986999999975,-301.90799999999837,-128.68300000000008,180.32620800000225,44.466524999999756
up,130.60200000000015,0,135.06882400000248,25.192890999999747,-302.71599999999836,-129.49100000000007,150.4761280000024,31.76571999999975
up,110.80200000000013,0,104.79722400000266,17,-303.5159999999983,130.29100000000008,119.94302400000257,18.728340999999745
up,100.90200000000013,0,89.63142400000275,23.524550000000005,-303.9159999999983,130.6910000000001,104.79722400000266,17
up,81.10200000000013,0,59.23984000000292,36.63365000000001,-304.7159999999983,131.49100000000007,74.74914400000283,29.93801300000001
up,61.10400000000013,0,28.463528000003087,49.95504500000001,-305.5239999999983,132.29900000000006,44.014040000003,43.21820000000001
up,51.40200000000013,0,17,56.44730000000002,305.9159999999983,199.0365000000001,28.463528000003087,49.95504500000001
up,31.998000000000133,0,47.01818399999983,75.99129300000003,306.6999999999983,199.8205000000001,31.693183999999917,66.01026800000002
up,12,0,78.65071999999965,96.61524050000004,307.5239999999983,200.64450000000008,62.97739999999974,86.39277500000004
up,12,0,94.03691999999957,106.65746550000004,307.9239999999983,201.04450000000008,78.65071999999965,96.61524050000004
stop,12,0,108.5181839999995,116.11539300000005,308.29999999999825,201.4205000000001,94.03691999999957,106.65746550000004
down,12,0,574.7402160000001,441.2805095,-322.7319999999981,-215.85249999999996,591.1683360000001,452.257775
stop,100.90200000000002,0,429.206416000001,343.73560499999985,-326.32399999999797,-219.44449999999998,445.4926160000009,354.67782999999986
up,100.90200000000002,0,314.3147120000017,266.35860549999984,-329.1319999999979,-222.25249999999997,330.7413120000016,277.44123049999985
stop,71.40000000000002,0,265.244512000002,233.21345099999982,-330.3239999999979,-223.44449999999995,281.0724160000019,243.91113899999982
up,71.40000000000002,0,165.57539200000255,165.7150604999998,-332.7319999999978,-225.85249999999996,182.18199200000245,176.9776854999998
stop,12,0,65.18152800000324,97.4919259999998,-335.13999999999777,-228.26049999999995,82.24245600000313,109.10199949999979
down,12,0,186.14999999999887,74.64226799999999,340.29999999999774,233.42049999999995,170.84459999999896,64.14644549999998
stop,71.39999999999999,0,288.5999999999981,145.028418,342.6999999999977,235.82049999999992,272.50193599999824,133.9536905
down,71.39999999999999,0,516.1408640000008,459.3400139999996,-353.1319999999978,246.25249999999974,534.1193840000007,446.7915404999996
stop,170.59799999999998,0,338.4188880000018,351.3731270000002,-357.1399999999978,-250.26049999999967,357.3136000000017,364.6032255000002
up,170.59799999999998,0,249.70085600000226,289.16121100000026,-359.12399999999775,-252.24449999999968,268.70072000000215,302.49646150000024
stop,121.49399999999994,0,160.49084000000283,226.45731100000035,-361.1079999999977,-254.22849999999968,178.15632000000272,238.88569550000034
up,121.49399999999994,0,88.5512000000033,175.78669150000042,-362.69999999999766,-255.82049999999967,106.29468800000319,188.2930840000004
stop,61.89599999999995,0,52.74216799999977,111.15800150000048,365.1079999999976,-129.50624999999982,35.226199999999885,117.34665350000049
down,61.89599999999995,0,52.130336,276.2916511358337,159.87599999999998,159.87599999999998,44.306016,268.4673311358337
down,171.19199999999995,0,141.60070399999995,365.76201913583367,164.29199999999997,164.29199999999997,133.23221599999997,357.39353113583365
down,190.99199999999993,0,158.06990399999995,382.2312191358336,165.09199999999996,165.09199999999996,150.15470399999995,374.31601913583364
down,210.59399999999994,0,174.45321599999994,398.6145311358336,165.88399999999996,165.88399999999996,166.83101599999995,390.9923311358336
down,220.69199999999995,0,182.92370399999993,407.0850191358336,166.29199999999994,166.29199999999994,174.45321599999994,398.6145311358336
down,240.29399999999995,0,199.42581599999994,423.58713113583354,167.08399999999995,167.08399999999995,191.58170399999995,415.74301913583355
down,250.39199999999994,0,207.95750399999994,432.1188191358335,167.49199999999993,167.49199999999993,199.42581599999994,423.58713113583354
down,269.9939999999999,0,224.57841599999992,448.7397311358335,168.28399999999993,168.28399999999993,216.34210399999992,440.5034191358335
down,289.9919999999999,0,241.61590399999992,463,169.09199999999993,-169.09199999999993,232.8339359999999,456.99525113583354
down,309.7919999999999,0,258.5651039999999,446.090816,169.8919999999999,-169.8919999999999,249.9110159999999,454.72409600000003
down,319.4939999999999,0,266.8994159999999,437.77571200000006,170.2839999999999,-170.2839999999999,258.5651039999999,446.090816
down,339.2939999999999,0,283.9678159999999,420.7473280000001,171.0839999999999,-171.0839999999999,275.2529359999999,429.4414000000001
stop,349.39199999999994,0,292.7035039999999,412.0324480000001,171.49199999999988,-171.49199999999988,283.9678159999999,420.7473280000001
up,349.39199999999994,0,310.2373039999999,394.5402640000001,172.30799999999985,-172.30799999999985,301.45999999999987,403.2967600000001
up,231.38399999999996,0,414.35373599999986,290.66108000000014,177.07599999999982,-177.07599999999982,406.0399999999999,298.95714400000014
up,221.08799999999997,0,423.5725039999998,281.46394400000014,177.49199999999982,-177.49199999999982,414.35373599999986,290.66108000000014
up,201.486,0,441.18341599999974,263.89227200000016,178.2839999999998,-178.2839999999998,432.1013359999998,272.95354400000014
up,181.28999999999996,0,459.40999999999974,245.70730400000016,179.09999999999977,-179.09999999999977,450.28630399999975,254.81019200000017
up,171.58799999999997,0,468.19550399999974,236.94100800000018,179.49199999999976,-179.49199999999976,459.40999999999974,245.70730400000016
up,151.39199999999997,0,486.5453039999997,218.6329680000002,180.30799999999974,-180.30799999999974,476.8203359999997,228.3346080000002
up,132.18599999999998,0,504.07281599999965,201.14309600000024,181.08399999999972,-181.08399999999972,495.3899999999997,209.80748000000023
up,122.48399999999998,0,512.9555359999996,192.27958400000026,181.47599999999971,-181.47599999999971,504.07281599999965,201.14309600000024
up,102.48599999999998,0,531.3254159999996,173.9505120000003,182.2839999999997,-182.2839999999997,522.0393359999996,183.21578400000027
up,81.89399999999998,0,550.3262159999996,154.9931200000003,183.1159999999997,-183.1159999999997,540.2669359999995,165.02820000000028
up,72.98399999999998,0,558.5745359999996,146.7610000000003,183.47599999999971,-183.47599999999971,550.3262159999996,154.9931200000003
up,52.19399999999998,0,577.8836159999996,127.49612000000035,184.31599999999972,-184.31599999999972,567.7583359999996,137.59720000000033
up,33.185999999999986,0,595.6148159999996,109.80184800000038,185.08399999999972,-185.08399999999972,586.3706159999996,119.02604800000036
up,22.493999999999986,0,605.6210159999996,99.81897600000039,185.5159999999997,-185.5159999999997,595.6148159999996,109.80184800000038
up,12,0,623.6537039999996,81.8240240000004,186.2919999999997,-186.2919999999997,614.1632159999996,91.2937040000004
up,12,0,642.5099999999996,63.00863200000043,187.09999999999968,-187.09999999999968,632.6049359999996,72.89122400000042
up,12,0,5,257.7011170609586,157.5,157.5,651.6875039999996,53.850336000000446
stop,12,0,12.569216,265.2703330609586,157.884,157.884,5,257.7011170609586
down,12,0,595.584056,28.65725600000037,-187.4839999999997,-187.4839999999997,604.7419600000001,37.815160000000354
down,131.196,0,481.51152000000036,111.77338399999982,-192.2999999999996,192.2999999999996,491.2876080000003,101.97648799999985
down,151.59,0,461.70465600000034,131.6227199999998,-193.12399999999963,193.12399999999963,471.90652000000034,121.39838399999981
down,161.49,0,452.0584560000004,141.28891999999976,-193.52399999999963,193.52399999999963,461.70465600000034,131.6227199999998
down,180.69600000000003,0,433.2867280000004,160.09838399999973,-194.2999999999996,194.2999999999996,443.16481600000037,150.19948799999975
down,200.29800000000003,0,414.05122400000045,179.3732879999997,-195.09199999999962,195.09199999999962,423.0000640000004,170.4075199999997
down,210.79200000000003,0,403.72258400000044,189.72439999999966,-195.51599999999962,195.51599999999962,414.05122400000045,179.3732879999997
down,230.39400000000003,0,384.3666000000004,209.11968799999963,-196.30799999999962,196.30799999999962,394.5421680000004,198.92248799999965
down,249.79800000000006,0,365.1284800000004,228.3962879999996,-197.09199999999962,197.09199999999962,375.1489600000004,218.35499999999962
down,260.29200000000003,0,354.6938400000004,238.85339999999957,-197.51599999999962,197.51599999999962,365.1284800000004,228.3962879999996
down,280.092,0,334.9423840000004,258.6449999999995,-198.31599999999963,198.31599999999963,345.4194240000004,248.14548799999955
down,299.298,0,315.70583200000044,277.9192879999995,-199.09199999999962,199.09199999999962,324.83867200000043,268.7695199999995
down,309.99,0,304.96652800000044,288.6819199999995,-199.5239999999996,199.5239999999996,315.70583200000044,277.9192879999995
down,329.79,0,285.0143840000005,308.6743199999994,-200.3239999999996,200.3239999999996,295.7968880000005,297.86848799999945
down,348.996,0,265.58299200000056,328.1433839999993,-201.0999999999996,201.0999999999996,275.60799200000054,318.0983839999993
down,359.094,0,255.33729600000058,338.4098879999993,-201.50799999999958,201.50799999999958,265.58299200000056,328.1433839999993
down,378.498,0,235.5895280000006,358.1960879999992,-202.29199999999958,202.29199999999958,245.6741280000006,348.09148799999923
down,398.29799999999994,0,215.36047200000064,378.46528799999913,-203.0919999999996,203.0919999999996,224.87928800000063,368.92879999999917
down,408,0,205.21587200000064,388.6298879999991,-203.4919999999996,203.4919999999996,215.36047200000064,378.46528799999913
stop,408,0,195.05127200000067,398.8144879999991,-203.8919999999996,203.8919999999996,205.21587200000064,388.6298879999991
up,408,0,81.92148800000092,421.9936400000001,-208.29199999999958,-208.29199999999958,91.68470400000089,431.7568560000001
up,299.1,0,59.37839999999992,327.55276800000024,212.69199999999955,-107.14599999999979,48.54151199999994,332.9860020000002
